problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
DASCMOP2_BC,1,ref_tau,10000,10214,46,36,1,0.12,36,0,0.00218034202815819,0.00723896441689996,36,20,3,0.00188452075590221,88.8888888888889,0.571112450302329,0.912435400883131,0,0,20,20,18,0.555555555555556,0.0228681409309067,0.025172528249712,0,0.028844887053725,NaN,0.75,0.0482260356282624,1,0.0255135855026426,0.0290389686625844,NaN,0.0290389686625844,0.9,400,33,466,466,187,279,56,14,92,14,4641,0,42,42,42,42,36,36,36,36,36,0,20
DASCMOP2_BC,1,ref_tau,30000,30014,136,42,1,0.14,42,0,0.00134854111275155,0.0255667623995978,42,20,3,0.00219860754855258,76.1904761904762,0.277181431836096,0.942678897013085,0,17,3,20,8,0.476190476190476,0.0271662138337039,0.0601340647648066,0,0.0601340647648066,NaN,0.55,0.0237043357016136,0.214285714285714,0.0295872142208741,0.0610274912057502,0.0626235550465016,0.0317572164596704,0.4,400,34,468,468,183,285,134,20,100,20,9349,10,60,60,60,60,42,42,42,42,42,0,20
DASCMOP2_BC,1,ref_tau,50000,50034,227,114,1,0.38,114,0,0.0035757902045684,0.011871895551348,114,20,3,0.00596764906035701,28.0701754385965,0.711334208993608,1.02206151907288,0,8,12,20,9,0.175438596491228,0.0115514979689338,0.0220747449683597,0,0.037936116594233,NaN,0.7,0.139039191329865,0.368421052631579,0.0187806984782987,0.0480905269483929,0.0540505032610854,0.0370549972783682,0.45,400,117,634,634,256,378,221,40,100,40,11627,0,120,120,120,120,114,114,114,114,114,0,20
DASCMOP2_BC,1,ref_tau,70000,70054,318,126,1,0.42,126,0,0.00207837849988109,0.0099054056080604,126,20,3,0.00659582264565775,25.3968253968254,0.767532597466323,1.03064366230528,0,7,13,20,4,0.158730158730159,0.205952835983211,0.26619948111745,0,0.282320328595924,NaN,0.5,-0.00295347045005578,0.142857142857143,0.216935173973478,0.282923998794143,0.349511476552525,0.28209337862542,0.2,400,129,658,658,271,387,231,48,100,48,11758,0,144,144,144,144,126,126,126,126,126,0,20
DASCMOP2_BC,1,ref_tau,100000,100194,455,132,1,0.44,132,0,0.00143347095534009,0.00615613729443907,132,20,3,0.00690990943830812,24.2424242424242,0.754115018373836,1.04993393764007,0,6,14,20,5,0.151515151515152,0.233103431781831,1.39370426755409,0,1.40166051985787,NaN,0.75,0.127699528465197,0.181818181818182,0.239533264136791,1.40315966557447,1.41775189402115,1.37821059474483,0.25,400,138,676,676,280,396,238,50,100,50,11650,0,150,150,150,150,132,132,132,132,132,0,20
DASCMOP2_BC,2,ref_tau,10000,10176,46,45,1,0.15,45,0,0.0074668906392533,0.0148280388606001,45,20,3,0.00235565094487777,71.1111111111111,0.719648825171278,1.01283818368959,0,2,18,20,17,0.444444444444444,0.0786051632537399,0.086005024506025,0,0.0870318568078948,NaN,0.45,-0.00432143194281803,1,0.0818852510687667,0.0875026366876875,0.0885165874953178,0.0855848387890137,0.85,400,45,490,490,186,304,77,16,98,16,5213,0,48,48,48,48,45,45,45,45,45,0,20
DASCMOP2_BC,2,ref_tau,30000,30196,137,117,1,0.39,117,0,0.00779346079416216,0.0304482061966225,117,20,3,0.0061246924566822,27.3504273504273,0.761266864639262,1.05960401938989,0,8,12,20,12,0.170940170940171,0.00794810251722612,0.0162887407199029,0,0.0162887407199029,NaN,0.5,0.0345464399194612,0.256410256410256,0.0115832971745353,0.0180467538160351,0.0189918204897316,0.0169915158103747,0.6,400,117,634,634,261,373,218,39,100,39,10880,0,117,117,117,117,117,117,117,117,117,0,20
DASCMOP2_BC,2,ref_tau,50000,50216,228,129,1,0.43,129,0,0.00246366291631881,0.00949459208045645,129,20,3,0.00675286604198293,24.8062015503876,0.689248295811219,1.04022176773406,0,3,17,20,3,0.155038759689922,0.0377906710908696,0.0764844236862795,0,0.0766644221947259,NaN,0.45,-0.0244496988786971,0.13953488372093,0.0379189128635826,0.0794042234187268,0.0921364797285668,0.07491045565582,0.15,400,131,662,662,274,388,229,46,100,46,11745,0,138,138,138,138,129,129,129,129,129,0,20
DASCMOP2_BC,2,ref_tau,70000,70016,318,138,1,0.46,138,0,0.00153665575391252,0.008509669209266,138,20,3,0.00722399623095849,23.1884057971014,0.689037771949105,0.928249224633871,0,2,18,20,5,0.144927536231884,0.0314601460230358,0.0672677789353102,0,0.0691336571562938,NaN,0.55,0.010511865249032,0.217391304347826,0.031850203573681,0.0693306910178621,0.0606541720962791,0.0695704408073773,0.25,400,138,676,676,275,401,235,49,100,49,11607,0,147,147,147,147,138,138,138,138,138,0,20
DASCMOP2_BC,2,ref_tau,100000,100156,455,129,1,0.43,129,0,0.00102640813607862,0.00432437695506163,129,20,3,0.00675286604198293,24.8062015503876,0.617855675561258,0.952782248395003,0,7,13,20,1,0.155038759689922,0.00886061100838611,0.0172365822735235,0,0.029407663956448,NaN,0.55,0.00588630578163074,0.0465116279069767,0.019624672903763,0.0355000051337609,0.0384687879997822,0.0304461547596436,0.05,400,138,676,676,268,408,237,50,100,50,12124,0,150,150,150,150,129,129,129,129,129,0,20
DASCMOP2_BC,3,ref_tau,10000,10206,46,60,1,0.2,60,0,0.00693482086528936,0.00923073813889401,60,20,3,0.00314086792650369,53.3333333333333,0.780845002884555,1.03690697588181,0,0,20,20,0,0.333333333333333,0.254818315300658,0.28025962316748,0,0.287746243180973,NaN,0.6,0.0152416949386904,0,0.261515751303904,0.287764025156705,NaN,0.287764025156705,0,400,63,526,526,212,314,142,23,100,23,8864,3,69,69,69,69,60,60,60,60,60,0,20
DASCMOP2_BC,3,ref_tau,30000,30006,136,108,1,0.36,108,0,0.00341250755081454,0.0104869009289582,108,20,3,0.00565356226770664,29.6296296296296,0.745031973272342,1.14312967253948,0,3,17,20,4,0.185185185185185,0.018782285226486,0.0251147045878079,0,0.0304385615262101,NaN,0.6,0.00334637412407962,0.138888888888889,0.0218275420406557,0.0311637683497593,0.0297126107992071,0.0317869572515354,0.2,400,114,628,628,253,375,209,41,100,41,11604,0,123,123,123,123,108,108,108,108,108,0,20
DASCMOP2_BC,3,ref_tau,50000,50026,227,144,1,0.48,144,0,0.00249816187947883,0.00968157582412847,144,20,3,0.00753808302360886,22.2222222222222,0.758756913889639,1.09190583666136,0,2,18,20,5,0.138888888888889,0.0279092921056214,0.0716594569787201,0,0.0733471276264276,NaN,0.55,0.0682261051614864,0.208333333333333,0.034464318138865,0.0737818354692342,0.0830119204292629,0.0630250403048543,0.25,400,138,676,676,278,398,237,50,100,50,11584,0,150,150,150,150,144,144,144,144,144,0,20
DASCMOP2_BC,3,ref_tau,70000,70046,318,146,1,0.49,146,0,0.0013387256366106,0.00557783903320238,146,20,3,0.00764277862115898,21.9178082191781,0.791094331233446,1.03042237166988,0,1,19,20,5,0.136986301369863,0.0418853551186299,0.100900692449838,0,0.101297974197746,NaN,0.6,0.0279598566650163,0.204081632653061,0.0478900281619509,0.101362900295899,0.0294999502269266,0.101701277496059,0.25,400,144,688,688,287,401,244,50,100,50,11807,0,150,150,150,150,146,146,146,146,146,0,20
DASCMOP2_BC,3,ref_tau,100000,100186,455,135,1,0.45,135,0,0.00112229293929413,0.00449923302728671,135,20,3,0.0070669528346333,23.7037037037037,0.734332910524535,1.00215531295069,0,5,15,20,5,0.148148148148148,0.0302874371801707,0.150153705429134,0,0.152838515142363,NaN,0.55,0.054587933013548,0.222222222222222,0.0444779559395107,0.15315643180363,0.100891680856153,0.171380288027793,0.25,400,135,670,670,271,399,235,50,100,50,11890,0,150,150,150,150,135,135,135,135,135,0,20
DASCMOP4_BC,1,ref_tau,10000,10067,48,27,1,0.09,27,0,0.00202572346512876,0.00336810108067238,27,20,3,0.00141339056692666,100,0.0359314887023047,0.30633011961853,0,20,0,20,0,0.740740740740741,1.70808649750842,2.1120532617269,0,2.11363540925894,NaN,0.7,0.00442433344045914,0,1.7090381641285,2.11395778702126,2.11395778702126,NaN,0,400,30,460,460,166,294,88,11,79,10,2424,1,27,27,27,27,27,27,27,27,27,0,20
DASCMOP4_BC,1,ref_tau,30000,30087,139,60,1,0.2,60,0,0.000196454633372351,0.000440909453502285,60,20,3,0.00314086792650369,53.3333333333333,0.00182369720624992,0.003980635880753,0,20,0,20,0,0.333333333333333,1.29855258811411,1.81734449973302,0,1.81734449973302,NaN,0.1,-0.00118632627689597,0,1.30161153439371,1.81802993487436,1.81802993487436,NaN,0,400,60,520,520,182,338,162,23,100,23,7497,0,69,69,69,69,60,60,60,60,60,0,20
DASCMOP4_BC,1,ref_tau,50000,50107,230,52,1,0.18,52,0,0.000232597037064329,0.000901314775226029,52,20,3,0.0027220855363032,61.5384615384615,0.00219740827702214,0.0033769930850137,0,20,0,20,0,0.384615384615385,0.363931353164714,0.700654999019296,0,0.703358322814715,NaN,1,0.00097910231828903,0,0.368780880966219,0.704451634249615,0.704451634249615,NaN,0,400,54,508,508,169,339,156,22,100,22,8165,0,66,66,66,66,52,52,52,52,52,0,20
DASCMOP4_BC,1,ref_tau,70000,70127,321,42,1,0.14,42,0,8.31469002757306e-05,0.000212902674114389,42,20,3,0.00219860754855258,76.1904761904762,0.00210899971274333,0.00818393075047696,0,20,0,20,0,0.476190476190476,0.617101863517217,0.972311314160266,0,0.972311314160266,NaN,0.2,-0.000582667940587027,0,0.619536394563116,0.972627538357712,0.972627538357712,NaN,0,400,42,484,484,158,326,144,20,100,20,6532,0,60,60,60,60,42,42,42,42,42,0,20
DASCMOP4_BC,1,ref_tau,100000,100047,457,43,1,0.15,43,0,6.79899720658948e-05,0.000285068759875637,43,20,3,0.00225095534732764,74.4186046511628,0.00158035467105958,0.00618237750483121,0,20,0,20,0,0.465116279069767,0.137553286501309,0.2584653343656,0,0.260180326927813,NaN,0.4,-9.24922253872675e-05,0,0.139830478786529,0.261901061175125,0.261901061175125,NaN,0,400,39,478,478,155,323,141,22,100,22,6478,0,66,66,66,66,43,43,43,43,43,0,20
DASCMOP4_BC,2,ref_tau,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP4_BC,2,ref_tau,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP4_BC,2,ref_tau,50000,50022,249,6,1,0.02,6,0,0.0125452851204886,0.021649621746989,6,14,3,0.000314086792650369,100,0.092031845880329,0.178942379245145,0,9,5,14,0,2.33333333333333,1.68587541078486,1.96365171642053,0,1.96365171642053,NaN,1,0.032171652749641,0,1.68714686350519,1.96397306293039,2.0844763356811,1.733897734455,0,400,3,406,406,17,389,6,2,100,2,173,24,6,6,6,6,6,6,6,6,6,0,14
DASCMOP4_BC,2,ref_tau,70000,70022,340,63,1,0.21,63,0,0.00162083697418679,0.00363626802647371,63,20,3,0.00329791132282887,50.7936507936508,0.0169352705112294,0.0375162377383027,0,20,0,20,0,0.317460317460317,1.04319668873855,1.81382456205522,0,1.81549648117984,NaN,0.4,-0.00176068033137358,0,1.0448925646046,1.81569632956806,1.81569632956806,NaN,0,400,66,532,532,256,276,253,24,93,22,9841,52,66,66,66,66,63,63,63,63,63,0,20
DASCMOP4_BC,2,ref_tau,100000,100162,477,99,1,0.33,99,0,0.000538042794032237,0.00182037152069276,99,20,3,0.00518243207873109,32.3232323232323,0.00628199173397181,0.099814045700011,0,20,0,20,0,0.202020202020202,1.52717218131431,2.09111763626526,0,2.09111763626526,NaN,0.5,5.22641160369819e-05,0,1.53387005826074,2.1093259586166,2.1093259586166,NaN,0,400,88,576,576,244,332,230,37,100,37,7912,0,111,111,111,111,99,99,99,99,99,0,20
DASCMOP4_BC,3,ref_tau,10000,10036,48,63,1,0.21,63,0,0.0054850088462012,0.0129226622734886,63,20,3,0.00329791132282887,50.7936507936508,0.0250137384479073,0.204006209458138,0,20,0,20,0,0.317460317460317,1.31814327997264,1.59676061153146,0,1.59823699128821,NaN,0.6,0.0021920594906634,0,1.31920731926651,1.59837313700637,1.59837313700637,NaN,0,400,33,466,466,255,211,172,23,93,21,3158,8,63,63,63,63,63,63,63,63,63,0,20
DASCMOP4_BC,3,ref_tau,30000,30056,139,54,1,0.19,54,0,0.00146113663224865,0.00716790393163603,54,20,3,0.00282678113385332,59.2592592592593,0.0121182830584493,0.104972902454987,0,20,0,20,0,0.37037037037037,1.4000928756247,1.76328001391131,0,1.76349699794088,NaN,0.85,0.0218690708355608,0,1.40527748642962,1.77455094148175,1.77455094148175,NaN,0,400,47,494,494,221,273,171,21,100,21,3695,448,58,58,58,58,54,54,54,54,54,0,20
DASCMOP4_BC,3,ref_tau,50000,50076,230,65,1,0.22,65,0,0.000605883711119375,0.00167742134266347,65,20,3,0.003402606920379,49.2307692307692,0.00497691339472208,0.101872445134452,0,20,0,20,0,0.307692307692308,1.19469014527249,1.65645881555654,0,1.65889182542512,NaN,0.95,0.000740400651596224,0,1.19846062079761,1.65942000160699,1.65942000160699,NaN,0,400,67,534,534,221,313,207,24,100,24,4890,6,72,72,72,72,65,65,65,65,65,0,20
DASCMOP4_BC,3,ref_tau,70000,70096,321,78,1,0.26,78,0,0.000255432041433569,0.000803534885058266,78,20,3,0.0040831283044548,41.025641025641,0.0039573449040328,0.101719669271795,0,20,0,20,0,0.256410256410256,0.796765146444427,1.00135165354007,0,1.00135165354007,NaN,0.4,-1.50727308005291e-05,0,0.799838592292005,1.00223385693875,1.00223385693875,NaN,0,400,78,556,556,183,373,178,27,100,27,7176,0,81,81,81,81,78,78,78,78,78,0,20
DASCMOP4_BC,3,ref_tau,100000,100016,457,60,1,0.2,60,0,0.000153886066436155,0.000564699567675998,60,20,3,0.00314086792650369,53.3333333333333,0.00252214766293686,0.118875995618827,0,20,0,20,0,0.333333333333333,0.52491137163993,0.753839710240237,0,0.753839710240237,NaN,0.1,-0.000480568799022502,0,0.527662043760772,0.754827466914713,0.754827466914713,NaN,0,400,60,520,520,169,351,159,24,100,24,7636,0,72,72,72,72,60,60,60,60,60,0,20
DASCMOP5_BC,1,ref_tau,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,1,ref_tau,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,1,ref_tau,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,1,ref_tau,70000,70192,346,60,1,0.2,60,0,0.00202385175899817,0.00461433163720845,60,20,3,0.00314086792650369,53.3333333333333,0.0189968883621338,0.31480746519276,0,20,0,20,0,0.333333333333333,1.38883519799232,1.94599941871615,0,1.94845348037957,NaN,0.3,-0.00130305047494622,0,1.39141669396531,1.94930446695038,1.94930446695038,NaN,0,400,83,566,566,271,295,197,23,100,23,3187,58,66,66,66,66,60,60,60,60,60,0,20
DASCMOP5_BC,1,ref_tau,100000,100112,482,66,1,0.22,66,0,0.000751644547587072,0.0025435881049587,66,20,3,0.00345495471915406,48.4848484848485,0.013054944147795,0.327209441402957,0,20,0,20,0,0.303030303030303,1.78158165761902,2.34737083861924,0,2.34871166442128,NaN,0.65,0.000281297857869039,0,1.78463194661576,2.34898042566696,2.34898042566696,NaN,0,400,63,526,526,226,300,166,24,100,24,3252,21,69,69,69,69,66,66,66,66,66,0,20
DASCMOP5_BC,2,ref_tau,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,2,ref_tau,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,2,ref_tau,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,2,ref_tau,70000,70000,349,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP5_BC,2,ref_tau,100000,100000,499,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
